title,id,date,category_id,view,like,comment,hour,min,sec,watched_time,description,thumbnail,channel_title,tags,dimension,definition,caption,licensed_content,topic_ids,relevant_topic_ids
워터밤 가는 인싸들 특,Dqo7-Q6QPik,2023-07-10,24,595634,2917,92,0,0,20,2023-08-27T00:44:08.179Z,#shorts #이석훈 #썰플리 #헬스,https://i.ytimg.com/vi/Dqo7-Q6QPik/default.jpg,썰플리,"썰플리, 이석훈, 인터뷰, 일반인, 시민, 노래, 가수, SG워너비, 몬스타엑스, 셔누, 헬스, 헬창, 헬스광인, 헬스장, 갭모에, 최애의아이, 헬스인, 보디빌더, 근육, 3대, 워터밤, 흠뻑쇼",2d,hd,false,True,,
너 T야?? (아이들.ver)🤣😂😅,0RlCuzaGj2s,2023-08-17,24,411187,17784,118,0,0,14,2023-08-27T00:43:47.041Z,#쇼츠 #gidle #여자아이들 #miyeon #미연 #shorts #shuhua #슈화  #t야 #mbti #version #ver,https://i.ytimg.com/vi/0RlCuzaGj2s/default.jpg,즐겁따락,,2d,hd,false,False,,
"ISTP 실용무용과 입시여신 길거리캐스팅ㅣPretty Korean girl, Rate yourself Challenge",aEMqbfJEwag,2023-08-07,24,2450382,42892,846,0,0,39,2023-08-27T00:43:18.951Z,"#CASTU #korean #handsome #beauty 
채널 멤버십에 가입하시면 다음 캐스팅을 하루 빠르게 보실 수 있습니다!
By joining the channel membership, you will be able to view the next casting one day earlier!",https://i.ytimg.com/vi/aEMqbfJEwag/default.jpg,CAST U,,2d,hd,false,True,,
특수부대 출신 미친 피지컬의 소유자,CgEg-oVRrzs,2023-08-26,23,5828871,67515,808,0,0,28,2023-08-27T00:42:48.751Z,"#쇼츠 #shorts #피지컬 #운동 #꿀잼 #유튜버 #특수부대 #유튜버

비즈니스 문의: grinnare12@naver.com",https://i.ytimg.com/vi/CgEg-oVRrzs/default.jpg,숏스마일,,2d,hd,false,True,,
말 한마디에 열받아서 싸움 잘하냐고 물어본 강호동 #shorts #아는형님,puAb9rw0tzg,2023-08-26,22,316574,2369,84,0,0,29,2023-08-27T00:42:18.982Z,#shorts #아는형님 #강호동 #이수근 #서장훈 #김희철,https://i.ytimg.com/vi/puAb9rw0tzg/default.jpg,1분예능모음zip,,2d,hd,false,True,,
'니들이 날 어떻게 잡을 건데ㅋㅋ' | topshaco,vpznvNzLtIE,2023-07-01,20,416232,6462,124,0,0,56,2023-08-27T00:41:01.725Z,"생방송 : https://www.twitch.tv/asa0921
다시보기 : https://www.youtube.com/@shacotime6629
#shorts #탑샤코 #샤코타임 #shaco #topshaco",https://i.ytimg.com/vi/vpznvNzLtIE/default.jpg,샤코타임 Shacotime,"샤코, shaco, 노영진, 샤코1위, 샤코장인, 노령진, 클레이, clay, topshaco, korshaco",2d,hd,false,True,,
독서실에서 공부하고 있는 거 맞아?,mCERgqSy7ac,2023-08-10,24,3301896,116564,235,0,0,55,2023-08-27T00:40:00.903Z,,https://i.ytimg.com/vi/mCERgqSy7ac/default.jpg,미미미미미누,,2d,hd,false,True,,
당+당=탕후루 (처음 먹어봄),461JHAFqhy4,2023-08-26,24,1517482,48859,347,0,0,55,2023-08-27T00:39:12.302Z,"#다이어트 #diet #shorts  #헬스 #식단 #근손실 #먹방 #헬퀸 #식단 #운동 #유지어터 #헬스장 #복근  #체중 #체중공개 #인바디 #눈바디 #60kg #탕후루 #먹방 #쥬씨탕후루

매일 업로드 되는 헬퀸 영상 빨리 보고 싶으시다면 알림설정!❤️
질문은 최대한 댓글 답변드리지만 다 대답 못드릴수 있어요🙏

🌟Insta: hyerinn1220
🌟Diet insta: oqueen__diet
🌟email: hyerin.oh1220@gmail.com
🌟TikTok:oqeen95/healthqueen95",https://i.ytimg.com/vi/461JHAFqhy4/default.jpg,헬퀸 [Health Queen],"탕후루, 헬퀸, 먹방, 오퀸, 당, 쥬씨, 디저트, 쥬씨탕후루, 다이어트, diet, 왕가탕후루",2d,hd,false,True,,
교무실에서 핵인싸 되는 방법,fFZfXYlcroE,2023-07-04,22,5366828,99553,1513,0,0,18,2023-08-27T00:38:27.811Z,종이접기 빌런이 되는 종이 폭탄!!,https://i.ytimg.com/vi/fFZfXYlcroE/default.jpg,Super Easy Origami,,2d,hd,false,True,,
북한을 어떻게 가요 #shorts #육사오,kShS_0291cc,2023-07-29,1,1868742,41179,287,0,0,45,2023-08-27T00:37:42.192Z,#shorts #쇼츠 #영화 #드라마 #육사오,https://i.ytimg.com/vi/kShS_0291cc/default.jpg,태양쇼츠,"shorts, 쇼츠, 영화, 드라마, 육사오",2d,hd,false,False,,
물놀이 국룰 #shorts,3Gf5kOyZbv0,2022-08-03,22,12365760,51269,10899,0,0,24,2023-08-27T00:37:10.537Z,"물놀이 국룰 #shorts 
워터파크에서는 할 수 없어

• 촬영/광고문의 : http://pf.kakao.com/_QJvds/chat
• 인스타그램 : https://www.instagram.com/bunnybody222/

‣ 본 채널은 유튜브 가이드라인을 준수하는 채널입니다.
• 요가/필라테스
• 온라인 강의
• 운동관련 행사 및 영상 제작 등",https://i.ytimg.com/vi/3Gf5kOyZbv0/default.jpg,바니쌤 예쁜몸매 만들기,"빠지, 물놀이",2d,hd,false,True,,
야랄 피아노 #원피스 #우리의꿈,2aEFQU1jTn8,2023-03-31,23,506291,7248,199,0,0,36,2023-08-27T00:36:51.912Z,,https://i.ytimg.com/vi/2aEFQU1jTn8/default.jpg,유후의 피아노래,,2d,hd,false,True,,
SNL4 |  모다시경! 너 설마.. XX까지 한 건 아니지?,JSfza9l-dP8,2023-08-22,23,631584,9500,75,0,0,1,2023-08-27T00:34:51.592Z,#SNL코리아리부트시즌4   #주현영 #성시경 #지예은  #김아영,https://i.ytimg.com/vi/JSfza9l-dP8/default.jpg,예능엑기스,,2d,hd,false,False,,
수상할 정도로 징크스 궁을 잘 맞는 남자 | topshaco,67PVP7Q6Lf0,2023-01-03,20,258078,2947,40,0,0,1,2023-08-27T00:33:46.053Z,"풀영상 : https://youtu.be/MzmK7xsP2cU
생방송&다시보기 : https://www.twitch.tv/asa0921
#shorts #탑샤코 #샤코타임 #shaco #topshaco",https://i.ytimg.com/vi/67PVP7Q6Lf0/default.jpg,샤코타임 Shacotime,"샤코, shaco, 노영진, 샤코1위, 샤코장인, 노령진, 클레이, clay",2d,hd,false,True,,
서장훈이 말하는 남사친 여사친이 없는 이유 #shorts #아는형님,dEeRorclQvE,2023-08-20,22,293959,4102,222,0,0,46,2023-08-27T00:32:52.786Z,#shorts #아는형님 #강호동 #이수근 #서장훈 #김희철,https://i.ytimg.com/vi/dEeRorclQvE/default.jpg,1분예능모음zip,,2d,hd,false,True,,
저탄고지 다이어트?,lnewknh4BxY,2023-08-24,24,687569,22439,172,0,0,57,2023-08-27T00:31:57.383Z,"#다이어트 #diet #shorts  #헬스 #식단 #근손실 #먹방 #헬퀸 #식단 #운동 #유지어터 #헬스장 #복근  #체중 #체중공개 #인바디 #눈바디 #60kg #헬린이 #헬창 #입터짐 #shorts #먹방 #다이어트vlog #먹방

매일 업로드 되는 헬퀸 영상 빨리 보고 싶으시다면 알림설정!❤️
질문은 최대한 댓글 답변드리지만 다 대답 못드릴수 있어요🙏

🌟Insta: hyerinn1220
🌟Diet insta: oqueen__diet
🌟email: hyerin.oh1220@gmail.com
🌟TikTok:oqeen95/healthqueen95",https://i.ytimg.com/vi/lnewknh4BxY/default.jpg,헬퀸 [Health Queen],,2d,hd,false,True,,
[ENG] 삶에 찌들대로 찌들어서 웹툰 찢고 나온 김세정편ㅣ튀르키예즈온더블럭 EP.5,481kErmWsJo,2022-07-22,24,1437431,20365,965,0,15,27,2023-08-27T00:25:14.725Z,"‘오늘의 웹툰’ 찢고 나온
 찐 웹찢녀‼️ 김세정🥰

초저예산 길바닥 토크쇼《튀르키예즈온더블럭》
매주 금요일 오후 6시 스튜디오 와플 공개!
👉 https://www.youtube.com/c/스튜디오와플STUDIOWAFFLE

튀르키예즈 온 더 블럭 공식 인스타그램
👉https://instagram.com/turkidsontheblock

🧇구독 & 좋아요 & 알림설정 필수🧇

#튀르키예즈온더블럭 #튀르키예즈 #5화 #김세정 #이용진 #오늘의웹툰 #온마음 #7월29일첫방송 #퀸세정 #갓세정 #손세정제 #한국판엠마스톤 #사내맞선 #신하리 #터키즈 #터키즈온더블럭",https://i.ytimg.com/vi/481kErmWsJo/default.jpg,스튜디오 와플 - STUDIO WAFFLE,"터키즈온더블럭, 이용진, 터키즈, 이용진 터키아이스크림, 터키아이스크림 이용진, 터키아이스크림, 이용진 토크, 괴데 레전드, MSCR_OR_NS, 이용진 터키즈, 이용진 터키터키, 터퀴즈, 터퀴즈 온더블럭, 터퀴즈 이용진, 코빅 레전드, 튀르키예즈, 튀르키예, 김세정, 아이오아이, 프로듀스101, 프듀, 구구단, 클린, 세정, 사내맞선",2d,hd,true,True,,
세 남자의 연애 심층 토론,FtlK9kzqPwc,2022-10-12,24,3184246,19754,2401,2,49,13,2023-08-26T16:24:17.996Z,"▶관련 영상
  •미연시의 탈을 쓴 다큐멘터리: https://youtu.be/OX6u_W7rFAU

▶관련 재생목록
  •침착맨의 짧게 한 게임들: https://youtube.com/playlist?list=PLif_jr7pPZACiQw3uIILLjASbbGKOS-u2

▶생방송 원본
  •2022년 10월 3일 방송분: https://youtu.be/flIVsweKWKs

▶출연
  •곽튜브(@JBKWAK), 주우재(@todaysjoowoojae), 침착맨

#침착맨 #곽튜브 #주우재 #미연시 #모태솔로",https://i.ytimg.com/vi/FtlK9kzqPwc/default.jpg,침착맨,,2d,hd,false,True,,
[ENG] 1억 관객 돌파 배우님들 덕 좀... 1억 구독자 원합니다... 하정우&황정민 편 ㅣ 튀르키예즈온더블럭 EP.13,VxdAnj9_Ytg,2022-09-16,24,4815738,61285,3113,0,15,32,2023-08-26T16:08:45.355Z,"누적 관객 1억 돌파, ‘1억 배우’🤩
하정우, 황정민 배우 모셨습니다🙌

초저예산 길바닥 토크쇼《튀르키예즈온더블럭》
매주 금요일 오후 6시 스튜디오 와플 공개!
👉 https://www.youtube.com/c/스튜디오와플STUDIOWAFFLE

튀르키예즈 온 더 블럭 공식 인스타그램
👉https://instagram.com/turkidsontheblock

🧇구독 & 좋아요 & 알림설정 필수🧇

#튀르키예즈온더블럭 #튀르키예즈 #13화 #하정우 #황정민 #이용진 #수리남 #넷플릭스 #넷플릭스시리즈 #6부작 #터키즈온더블럭 #터키즈",https://i.ytimg.com/vi/VxdAnj9_Ytg/default.jpg,스튜디오 와플 - STUDIO WAFFLE,"터키즈온더블럭, 이용진, 터키즈, 이용진 터키아이스크림, 터키아이스크림 이용진, 터키아이스크림, 이용진 토크, 괴데 레전드, MSCR_OR_NS, 이용진 터키즈, 이용진 터키터키, 터퀴즈, 터퀴즈 온더블럭, 터퀴즈 이용진, 코빅 레전드, 튀르키예즈, 튀르키예, 하정우, 황정민, 1억 배우, 수리남",2d,hd,true,True,,
[ENG] 달나라 토끼건 화성 사는 외계인이건 놀라 자빠져 지구 습격할 혼종 조합 안유진&박현용PD 편ㅣ튀르키예즈온더블럭 EP.11,NZ5j3bieFzM,2022-09-02,24,4131358,54264,2078,0,18,5,2023-08-26T16:08:37.951Z,"유진이 하고 싶은 거 다! 해!
10:0 분량으로 준비했습니다~❤️

초저예산 길바닥 토크쇼 《튀르키예즈 온 더 블럭》
매주 금요일 오후 6시 스튜디오 와플 공개!
👉 https://www.youtube.com/c/스튜디오와플STUDIOWAFFLE

튀르키예즈 온 더 블럭 공식 인스타그램
👉https://instagram.com/turkidsontheblock

🧇구독 & 좋아요 & 알림설정 필수🧇

#튀르키예즈온더블럭 #튀르키예즈 #11화 #안유진 #박현용 #이용진 #아이브 #ive #다이브 #Afterlike #tvN #지구오락실 #터키즈온더블럭 #터키즈",https://i.ytimg.com/vi/NZ5j3bieFzM/default.jpg,스튜디오 와플 - STUDIO WAFFLE,"터키즈온더블럭, 이용진, 터키즈, 이용진 터키아이스크림, 터키아이스크림 이용진, 터키아이스크림, 이용진 토크, 괴데 레전드, MSCR_OR_NS, 이용진 터키즈, 이용진 터키터키, 터퀴즈, 터퀴즈 온더블럭, 터퀴즈 이용진, 코빅 레전드, 튀르키예즈, 튀르키예, 안유진, 아이브, 다이브, 장원영, 가을, 리즈, 이서, 레이, 러브다이브, 럽다, 일레븐",2d,hd,true,True,,
얼굴 믿고 까부는 정혁 기자 (헌팅X) #snl코리아 #시즌4 #이다희,Btr7ot9a2vg,2023-08-18,24,1553580,23906,395,0,0,1,2023-08-26T16:08:04.842Z,#shorts #주현영 #김아영,https://i.ytimg.com/vi/Btr7ot9a2vg/default.jpg,요기쇼츠,,2d,hd,false,False,,
학창시절 가난한 연애의 특징,W3NbSe30QXA,2023-08-15,23,1570274,27713,869,0,0,1,2023-08-26T16:06:48.410Z,"#shorts #풀리밍
출처 : https://youtu.be/a19q8BHw8Tc",https://i.ytimg.com/vi/W3NbSe30QXA/default.jpg,1분순삭,,2d,hd,false,False,,
서울부터 해남까지 걸어가면서 생긴 일들,0vQJvsr0cJk,2023-01-24,24,969604,7437,316,0,1,40,2023-08-26T16:06:38.504Z,"◆ 오킹 팬카페! 네이버 카페   : https://oking.kr/fancafe
◆ 쏠란트 홈페이지 바로가기 : https://ssolant.com
◆ 오킹에게 후원하기              : https://oking.kr/donate
◆ 오킹의 생방송 다시보기     : https://oking.kr/youtube2
◆ 영상 업로드는 매일 18시! 많은 관심 부탁 드릴게요!
◆ 구독과 좋아요 부탁드립니다.

근거없는 낭설 / 악플, 싸움조장 댓글 삭제 합니다.

BY. 현지

영상 및 광고 문의
이메일 : okingcompany93@gmail.com

#오킹 #땅끝대장정 #핫클립",https://i.ytimg.com/vi/0vQJvsr0cJk/default.jpg,오킹TV,"오킹, 오킹TV, 트위치, 스트리머, 유튜버, 유튜브, 썰스트리머, 일상",2d,hd,false,True,,
터줏대감보다 더 지독한 텃세대감 덕에 영앤리치 CEO 억장 무너짐... | 바퀴 달린 입 2 EP.08,582RN22Tkh4,2022-08-16,24,2799037,27464,1551,0,24,32,2023-08-26T16:06:36.736Z,"줏대 따위 ❌ 파워수동형
로맨티시스트 라비 모셨습니다💕

방구석 고품격 토론회 《바퀴달린입2》
매주 화요일 오후 6시 스튜디오 와플 공개!
👉 https://www.youtube.com/c/스튜디오와플STUDIOWAFFLE

(바퀴입 소식도 올라오는) 튀르키예즈 온 더 블럭 공식 인스타그램
👉https://instagram.com/turkidsontheblock

🧇구독 & 좋아요 & 알림설정 필수🧇

#바퀴달린입2 #바퀴입2 #라비 #이용진 #조세호 #풍자 #곽튜브 #가비 #토론",https://i.ytimg.com/vi/582RN22Tkh4/default.jpg,스튜디오 와플 - STUDIO WAFFLE,"바퀴달린입, 이용진, 뱃사공, 풍자, 곽튜브, 곽준빈, 김진우, 윤보미, 토론회, 토론, MSCR_OR_NS, 아가리, 아가리 파이터, 터키즈, 터키즈 제작진, 터키즈 레전드, MZ세대, 양배추, 조세호, 라비, 그루블린, 나플라, 저스디스, 래퍼",2d,hd,false,True,,
엄마 나 잘 지내.. 걱정하지 마...,8b5FNYyIaR4,2022-03-27,24,649420,9635,223,0,14,29,2023-08-26T16:06:26.321Z,"◆ 오킹 팬카페! 네이버 카페   : https://oking.kr/fancafe
◆ 쏠란트 홈페이지 바로가기 : https://ssolant.com
◆ 오킹에게 후원하기              : https://oking.kr/donate
◆ 오킹의 생방송 다시보기     : https://oking.kr/youtube2
◆ 영상 업로드는 매일 18시! 많은 관심 부탁 드릴게요!
◆ 구독과 좋아요 부탁드립니다.

근거없는 낭설 / 악플, 싸움조장 댓글 삭제 합니다.

BY. 경빈

영상 및 광고 문의
이메일 : okingcompany93@gmail.com

[저작권 표기]
출처: Flow Music
https://youtu.be/GwsKATIqSQk

본 음성은 인공지능 성우 서비스 타입캐스트에서 제작되었습니다. 인공지능 성우 아봉
https://typecast.ai/

#오킹 #택배깡 #선물",https://i.ytimg.com/vi/8b5FNYyIaR4/default.jpg,오킹TV,"오킹, 오킹TV, 트위치, 스트리머, 유튜버, 유튜브, 썰스트리머, 일상, 택배깡, 선물, 언박싱",2d,hd,false,True,,
썸녀와 데이트 중 급똥 때문에 일어난 참사,22eXdhHHWfM,2022-07-17,24,473100,6531,157,0,12,30,2023-08-26T16:05:31.114Z,"◆ 오킹 팬카페! 네이버 카페   : https://oking.kr/fancafe
◆ 쏠란트 홈페이지 바로가기 : https://ssolant.com
◆ 오킹에게 후원하기              : https://oking.kr/donate
◆ 오킹의 생방송 다시보기     : https://oking.kr/youtube2
◆ 영상 업로드는 매일 18시! 많은 관심 부탁 드릴게요!
◆ 구독과 좋아요 부탁드립니다.

근거없는 낭설 / 악플, 싸움조장 댓글 삭제 합니다.

BY. 종학

영상 및 광고 문의
이메일 : okingcompany93@gmail.com

[Video Source Support]
Youtube channel ""freeticon"" : https://www.youtube.com/c/Freeticon

#오킹 #대학교 #여자친구",https://i.ytimg.com/vi/22eXdhHHWfM/default.jpg,오킹TV,"오킹, 오킹TV, 트위치, 스트리머, 유튜버, 유튜브, 썰스트리머, 일상, 대학교, 꿈, 루시드드림, 급똥, 여자친구",2d,hd,false,True,,
똥 참는 방법,O0AhcQrAJFw,2022-02-13,24,629995,9358,392,0,11,36,2023-08-26T16:05:27.872Z,"◆ 오킹 팬카페! 네이버 카페   : https://oking.kr/fancafe
◆ 쏠란트 홈페이지 바로가기 : https://ssolant.com
◆ 오킹에게 후원하기              : https://oking.kr/donate
◆ 오킹의 생방송 다시보기     : https://oking.kr/youtube2
◆ 영상 업로드는 매일 18시! 많은 관심 부탁 드릴게요!
◆ 구독과 좋아요 부탁드립니다.

근거없는 낭설 / 악플, 싸움조장 댓글 삭제 합니다.

BY. 유민

영상 및 광고 문의
이메일 : okingcompany93@gmail.com

[저작권 표기]
Kevin MacLeod의 Jesu, Joy of Man's Desiring에는 크리에이티브 커먼즈 저작자 표시 4.0 라이선스가 적용됩니다. https://creativecommons.org/licenses/by/4.0/

출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100189

아티스트: http://incompetech.com/

#오킹 #장트러블 #아이돌",https://i.ytimg.com/vi/O0AhcQrAJFw/default.jpg,오킹TV,"오킹, 오킹TV, 트위치, 스트리머, 유튜버, 유튜브, 썰스트리머, 일상, 화장실, 쾌변, 쓰나미, 아이돌, 방탄소년단, 빅뱅, 트와이스",2d,hd,false,True,,
서장훈이 은퇴할 때 부모님이 반대를 안 한 이유 #shorts #아는형님,EIbVfi92PxQ,2023-08-14,22,1592810,17953,338,0,0,35,2023-08-26T16:04:41.519Z,#shorts #아는형님 #강호동 #이수근 #서장훈 #김희철,https://i.ytimg.com/vi/EIbVfi92PxQ/default.jpg,1분예능모음zip,,2d,hd,false,True,,
[1000만]-195도에 머리카락을 넣으면? #shorts #반바지,Wyok2VOCNfQ,2023-08-15,28,10927766,218249,1516,0,0,1,2023-08-26T16:03:35.706Z,"※본 영상은 한국전기연구원으로부터 제작비를 지원받았습니다.
#한국전기연구원 #초전도체 #액체질소",https://i.ytimg.com/vi/Wyok2VOCNfQ/default.jpg,괴짜TV,"괴짜tv, 한국전기연구원, 초전도체, lk-99, lk99, 상온초전도체, 마이스너효과, keri, 액체질소, 액화질소, 실험, 영하195도, 영하196도, 절대0도, -195도, -196도",2d,hd,false,True,,
GP에서 하극상이 벌어지면 생기는 일 #디피 #최현욱 #정해인 #구교환  #손석구,RB8cjvm3N5E,2023-08-06,24,945685,16486,365,0,0,49,2023-08-26T16:02:27.467Z,"《 디피2 명장면 》 GP에서 하극상이 벌어지면 생기는 일
하극상 원탑
디피 시즌2
#shorts 
#쇼츠피드 #디피2 #정해인 #구교환 #김성균 #손석구 #지진희 #김지현 #넷플릭스 #최현욱 #나중석 #신아휘",https://i.ytimg.com/vi/RB8cjvm3N5E/default.jpg,쇼츠피드,"디피2, dp2, 넷플릭스, 디피시즌2, dp시즌2, 정해인, 안준호, 한호열, 구교환, 박범구, 김성균, 임지섭, 손석구, 구자운, 지진희, 서은, 김지현, 원지안, 이설, 고경표, 조석봉, 최현욱, 나중석, 나중석하사, 신아휘, 신아휘일병",2d,hd,false,False,,
골드와 다이아의 차이,6x4UXQzNCPk,2022-12-29,20,3512086,46785,1170,0,0,39,2023-08-26T16:01:09.580Z,,https://i.ytimg.com/vi/6x4UXQzNCPk/default.jpg,임조이,,2d,hd,false,True,,
개그우먼 고모 이모가 놀아주면 생기는 일 #shorts,ZnFrCnHTg6o,2023-06-10,23,441454,5806,92,0,0,12,2023-08-26T16:00:42.346Z,"#김지유 #김진주 #미친고모
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ쉬는날 절친이랑 하러 가는일ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",https://i.ytimg.com/vi/ZnFrCnHTg6o/default.jpg,왕진주,"미친고모, 텐션고모, 텐션이모, 김진주, 왕진주, 개그우먼, 개그우먼고모",2d,hd,false,True,,
여자를 못 믿게 된 이유,RFiGV5msLwk,2023-08-22,23,3960283,60168,869,0,0,32,2023-08-26T16:00:13.608Z,#Shorts #문찬 #문찬2 #언수 #대구,https://i.ytimg.com/vi/RFiGV5msLwk/default.jpg,문찬2,"#대구, #문찬, #문찬2, #킹기훈, #최세대, #최악의세대, #정문찬, #빡성민, #햄벅, #남캠, #섹시, #컨텐츠, #아프리카TV, #아프리카, #리액션, #댄스, #춤, #소통, #존잘, #상남자, #소먀",2d,hd,false,True,,
넌 진짜 운동하지 마라...,-wAcNDMevRo,2023-07-09,24,3072987,30735,1465,0,0,24,2023-08-26T15:59:28.587Z,#shorts #이석훈 #썰플리 #헬스,https://i.ytimg.com/vi/-wAcNDMevRo/default.jpg,썰플리,"썰플리, 이석훈, 인터뷰, 일반인, 시민, 노래, 가수, SG워너비, 몬스타엑스, 셔누, 헬스, 헬창, 헬스광인, 헬스장, 갭모에, 최애의아이, 헬스인, 보디빌더, 근육, 3대",2d,hd,false,True,,
우리나라 성교육의 문제점,TYwqfNMfEp0,2023-08-26,22,93468,1729,127,0,0,59,2023-08-26T15:59:22.957Z,"원본영상
https://youtu.be/bT0lwtZMEGU

◆ 오킹 팬카페! 네이버 카페   : https://oking.kr/fancafe
◆ 쏠란트 홈페이지 바로가기 : https://ssolant.com
◆ 오킹에게 후원하기              : https://oking.kr/donate
◆ 오킹의 생방송 다시보기     : https://oking.kr/youtube2
◆ 구독과 좋아요 부탁드립니다.

근거없는 낭설 / 악플, 싸움조장 댓글 삭제 합니다.


영상 및 광고 문의
이메일 : okingcompany93@gmail.com


#오킹 #숏츠 #shorts",https://i.ytimg.com/vi/TYwqfNMfEp0/default.jpg,숏킹,,2d,hd,false,True,,
작업실에서 비트만 쪼개다가 터키즈에서 실실 쪼개기만 한 기리보이 편ㅣ터키즈온더블럭 EP.19,VE_a4m95DNg,2021-10-22,24,1882126,27185,870,0,11,10,2023-08-26T15:59:08.959Z,"인사만 멀쩡하게 하는 조커보이~
귀리보이 등장~ 등장~🤗

00:00 게스트 등장이 이렇게 자연스럽다고?
01:34 인사만 멀쩡(?)
04:48 기리보이의 감.수.성..에서 급발진ㅋㅋ
06:58 ( ° ʖ ͡°)애플왓치( ° ʖ ͡°)
10:05 🐰🐰

초저예산 길바닥 토크쇼《터키즈 온 더 블럭》
매주 금요일 오후 6시 스튜디오 와플 공개!
👉 https://www.youtube.com/c/스튜디오와플STUDIOWAFFLE

터키즈 온 더 블럭 공식 인스타그램
👉 https://instagram.com/turkidsontheblock

🧇구독 & 좋아요 & 알림설정 필수🧇

#터키즈온더블럭 #터키즈 #기리보이 #이용진",https://i.ytimg.com/vi/VE_a4m95DNg/default.jpg,스튜디오 와플 - STUDIO WAFFLE,"터키즈온더블럭, 이용진, 터키즈, 이용진 터키아이스크림, 터키아이스크림 이용진, 터키아이스크림, 유퀴즈, 큰자기, 아기자기, 이용진 토크, 괴데 레전드, 이용진 신기루, MSCR_OR_NS, 이용진 터키즈, 이용진 터키터키, 터퀴즈, 터퀴즈 온더블럭, 터퀴즈 이용진, 코빅, 기리보이, 기리보이 음악, 저작권, 기리보이 수입, 기리보이 시계, 기리보이 플렉스, 낮이밤져, 김기리, 기리기리 기억되리",2d,hd,false,True,,
외국이 신기한 여동생 현실반응ㅋㅋㅋㅋㅋㅋ,-i58I_FyDEE,2023-08-25,23,1197363,28557,583,0,0,31,2023-08-26T15:15:26.065Z,#shorts,https://i.ytimg.com/vi/-i58I_FyDEE/default.jpg,한살차이 [Hansal],,2d,hd,false,True,,
악플러들이 악플을다자…ㄷㄷ,yX4tcXgf8vo,2023-08-07,22,13363153,196643,5720,0,0,24,2023-08-26T15:14:59.977Z,,https://i.ytimg.com/vi/yX4tcXgf8vo/default.jpg,왜튜브,,2d,hd,false,True,,
형님들(?) 최애 연예인 나선욱 [뚜루깔깔] #라디오스타 #shorts,a0UE6LzS1VQ,2023-07-27,23,379461,2176,40,0,0,35,2023-08-26T15:14:04.535Z,,https://i.ytimg.com/vi/a0UE6LzS1VQ/default.jpg,엠뚜루마뚜루 : MBC 공식 종합 채널,"shorts, 쇼츠, 라스, 라디오스타, 나선욱, 99대장, 뚱시경, 뚱종원, 완츠인마이백, 나선욱 라디오스타, 스윙스, 라스 나선욱",2d,hd,false,True,,
축구계에 멀티버스가 적용된다면,8dlDkdlqqyw,2023-08-11,23,2756608,72656,1349,0,0,1,2023-08-26T15:12:50.328Z,"#쇼츠 #shorts #축구 #나이키 #멀티버스 #축구선수 #대결 #웃긴영상 #광고 #레전드 #꿀잼 

비즈니스 문의: grinnare12@naver.com",https://i.ytimg.com/vi/8dlDkdlqqyw/default.jpg,숏스마일,,2d,hd,false,True,,
[주우재] 재석이형! 재석이형!,DVDo6JalFu0,2023-08-05,24,223180,0,17,0,0,12,2023-08-26T14:54:11.587Z,"#주우재 #놀면뭐하니 
놀면 뭐하니? 195회",https://i.ytimg.com/vi/DVDo6JalFu0/default.jpg,주미정,"주우재, 놀면뭐하니, 이광수",2d,hd,false,False,,
흔한 남고의 피아노 실력,5zWhEYMAteI,2021-12-15,22,8048850,210302,2454,0,0,36,2023-08-26T14:53:06.992Z,,https://i.ytimg.com/vi/5zWhEYMAteI/default.jpg,정상수원고,,2d,hd,false,False,,
머리카락 자라는 돌 주웠는데 정체가 충격적이네 ㄷㄷ,kipm2vQR348,2023-07-10,24,6206799,133153,2281,0,0,31,2023-08-26T14:52:09.704Z,,https://i.ytimg.com/vi/kipm2vQR348/default.jpg,전지적 내시점,,2d,hd,false,False,,
코 세운 여자 리얼후기,UoMzRPdmFUE,2023-06-25,23,2612577,88039,286,0,0,57,2023-08-26T14:51:33.374Z,"👉종지부부(은지) 인스타그램 :      
     @ssilver_mouse

👉문의 : jongtae075@naver.com

#종지부부 #육아 #출산",https://i.ytimg.com/vi/UoMzRPdmFUE/default.jpg,종지부부,"종지부부, 임신, 출산, 육아, 임산부",2d,hd,false,True,,
망나니를 길들인 백정 | jugshaco,xvx_rrNtecM,2023-04-19,20,290084,4989,97,0,0,57,2023-08-26T14:50:12.594Z,"풀영상 : https://youtu.be/KO5tYIZJhKY
생방송 : https://www.twitch.tv/asa0921
다시보기 : https://www.youtube.com/@shacotime6629
#shorts #탑샤코 #샤코타임 #shaco #topshaco #jugshaco",https://i.ytimg.com/vi/xvx_rrNtecM/default.jpg,샤코타임 Shacotime,"샤코, shaco, 노영진, 샤코1위, 샤코장인, 노령진, 클레이, clay, topshaco, korshaco",2d,hd,false,True,,
